objeto,confianza,fotograma,camara
coche,0.8055587437588476,50544.0,lateral
bici,0.9312496103421221,24296.0,frontal
coche,0.9353923098218033,11628.0,frontal
perro,0.6110364060025117,29053.0,lateral
persona,0.8023767069853934,29831.0,frontal
persona,0.8034934335428012,52526.0,lateral
coche,0.5529283225737647,8458.0,lateral
persona,0.8679262971732913,58240.0,frontal
persona,0.7956833596257502,22773.0,lateral
persona,0.6957598769370131,22631.0,lateral
coche,0.7289190459552963,54351.0,frontal
persona,0.7857889732939549,25036.0,lateral
bici,0.7442600399296633,25641.0,lateral
persona,0.7896974115402488,20154.0,lateral
persona,0.8792530055853806,25861.0,lateral
persona,0.6794922666641456,27966.0,lateral
persona,0.7822873592457436,56634.0,frontal
bici,0.7002358664523911,39927.0,lateral
persona,0.9596201170618506,44559.0,frontal
persona,0.69271129840684,23881.0,frontal
persona,0.7759817831202007,48671.0,frontal
coche,0.5853114011869281,9008.0,frontal
bici,0.7996122478868247,56519.0,lateral
bici,0.8667509605126366,19012.0,frontal
bici,0.7222839358546,38333.0,lateral
persona,0.7549619814402525,49854.0,frontal
persona,0.6852866959284584,29163.0,frontal
persona,0.5383808357827095,20708.0,lateral
persona,0.9442763230576304,,frontal
coche,0.6791542872325086,57743.0,frontal
coche,0.7426436826451565,10875.0,lateral
bici,0.8876043383018929,33717.0,frontal
persona,0.8984089294088724,52032.0,lateral
persona,0.7740758165894608,43007.0,frontal
coche,0.6626456770517849,18333.0,lateral
persona,0.9504450595221615,24479.0,lateral
persona,,16437.0,frontal
coche,0.7062186804085756,37060.0,lateral
coche,0.7854871302833973,5119.0,frontal
coche,0.8813354021105703,20116.0,frontal
perro,,10327.0,lateral
persona,0.8202916913308651,26128.0,lateral
persona,0.6441629772179623,17491.0,lateral
persona,0.9398794471228438,11361.0,frontal
persona,0.7865618141101781,42816.0,lateral
persona,0.6787432206204015,2807.0,lateral
perro,0.8930969632427086,59338.0,frontal
persona,0.5615967056284472,14565.0,frontal
coche,0.5344270915740975,33933.0,frontal
bici,0.8408226901957369,12777.0,lateral
persona,0.8960156678128134,15913.0,lateral
persona,0.8325412638948262,34276.0,lateral
coche,0.7692012870200505,18223.0,frontal
coche,0.9566011752429103,55512.0,frontal
persona,0.7313135991998893,24583.0,lateral
persona,0.7230561057629361,21524.0,frontal
persona,0.91385337874093,48067.0,frontal
perro,0.8057536347747705,33585.0,frontal
persona,,45603.0,lateral
coche,0.9290862252261043,54652.0,lateral
bici,0.8504805914380601,39823.0,lateral
persona,0.8304877248624724,52758.0,lateral
persona,0.9168727109092119,51923.0,lateral
persona,0.7608363769271511,20685.0,lateral
coche,0.8685492124799873,26956.0,lateral
persona,0.608557618374203,43611.0,lateral
coche,0.49823092545409603,2006.0,frontal
coche,0.6983533222564916,14453.0,lateral
coche,0.8354810778392524,47704.0,frontal
persona,0.9010227678386828,28005.0,frontal
persona,0.6190922410067369,1232.0,frontal
bici,0.6093800039472255,42672.0,lateral
bici,0.5975964301307112,8949.0,frontal
coche,1.436729853768686,36583.0,lateral
bici,0.8491907034016037,49287.0,lateral
persona,0.7787324602508274,32143.0,frontal
persona,0.7928510481890366,33131.0,frontal
coche,0.6180384679672067,20081.0,lateral
coche,0.8768219183310949,24598.0,lateral
coche,0.8344042856058292,47751.0,lateral
persona,0.6505933296566772,32742.0,lateral
persona,0.7896411062882265,48235.0,frontal
bici,0.8213458093299933,1204.0,lateral
persona,1.2111166257441577,17229.0,lateral
coche,0.8830297382875637,8616.0,lateral
persona,0.9216388231793846,20310.0,frontal
persona,0.5328109465696512,11189.0,frontal
persona,,34858.0,frontal
persona,0.7624420891116561,48309.0,frontal
persona,0.7437439357624485,26284.0,frontal
coche,0.4511614654284075,5534.0,lateral
perro,0.6526555846177677,27715.0,lateral
persona,0.8125861338771952,12198.0,lateral
bici,0.7211867213073849,2.0,lateral
perro,0.9619594507149131,3432.0,frontal
bici,0.8956135717255638,32904.0,frontal
persona,0.8861406335971158,11117.0,frontal
coche,0.8248086422156217,24238.0,frontal
coche,0.5831758411976249,12912.0,lateral
persona,0.7693436336172319,17391.0,lateral
persona,0.6426050524507042,35532.0,frontal
persona,0.863458522487423,16244.0,frontal
persona,0.8285943723928766,19822.0,lateral
persona,0.830864133150133,21531.0,frontal
bici,0.7974694867922887,46536.0,lateral
bici,0.7474470784034624,42144.0,lateral
persona,0.8510208072852161,20235.0,frontal
coche,0.8636291705077358,46352.0,lateral
coche,0.8941651948451237,6374.0,lateral
perro,0.9647766306503474,29365.0,lateral
persona,0.6961177634472413,15735.0,frontal
persona,0.8942175070315227,24374.0,lateral
bici,0.7579851707788133,37115.0,lateral
bici,0.7892674799628994,54266.0,frontal
persona,0.7784893346639081,16707.0,lateral
persona,0.5449935424307506,45835.0,lateral
persona,0.85203145608023,35248.0,lateral
persona,0.6653675685458381,42700.0,frontal
persona,0.7111583240531059,7121.0,frontal
bici,0.7718274701202539,,lateral
coche,0.486101526531231,,lateral
bici,0.846227753952307,56370.0,frontal
coche,0.8504803731247508,40534.0,frontal
coche,0.9112282114673166,5430.0,frontal
coche,0.8215202716897393,50956.0,frontal
perro,0.7684095054682032,23961.0,lateral
bici,0.7752618543497983,49766.0,lateral
coche,0.9402464950706058,37788.0,frontal
coche,0.9713547370435301,6305.0,lateral
persona,0.8984568152925261,56554.0,lateral
persona,0.508341738362847,1014.0,frontal
persona,0.7973542709602067,20501.0,frontal
persona,0.8038118234425765,54166.0,lateral
perro,0.8498096514475662,33591.0,frontal
coche,0.8213706989520588,6428.0,lateral
perro,0.8086915218271133,14041.0,frontal
persona,0.8550094152039389,37027.0,frontal
persona,0.781860542289474,47025.0,lateral
persona,1.4941376990801296,13583.0,frontal
persona,0.900712934434158,2797.0,lateral
perro,0.91612560814599,20750.0,frontal
coche,0.6971937109680555,43586.0,frontal
coche,0.7957281680852596,6800.0,lateral
persona,0.7923770937162326,8127.0,frontal
bici,0.9794818353292406,8369.0,frontal
persona,0.8336120572323759,50583.0,frontal
persona,0.7644451980931196,3368.0,frontal
bici,0.8636374844494716,55247.0,lateral
bici,0.9337456524795141,1715.0,frontal
persona,0.8266418529624289,9347.0,lateral
persona,0.746159145347861,17564.0,lateral
persona,0.6877748015688673,40710.0,lateral
coche,0.5735610265363116,59774.0,lateral
bici,0.7936533832345457,17407.0,lateral
persona,0.7408279141268467,28689.0,lateral
persona,0.9623048228575531,17876.0,frontal
persona,0.951342218164407,29731.0,lateral
persona,0.8422760833949944,46889.0,frontal
coche,0.5303345634809916,56395.0,frontal
coche,0.9507445123696081,35631.0,frontal
persona,0.746247279036344,11707.0,lateral
perro,0.40999494405332465,37609.0,lateral
persona,0.8218986659289544,3998.0,frontal
persona,0.6721901807323318,40810.0,frontal
coche,0.8839431266664145,24236.0,frontal
persona,0.8020908518342762,52215.0,lateral
persona,0.5790332070843922,4510.0,frontal
persona,0.5545142853519588,3918.0,lateral
coche,0.7484574334300295,47751.0,frontal
bici,0.7918132606680601,24043.0,frontal
coche,0.5897620652964409,59995.0,frontal
persona,0.8311144265056819,52690.0,frontal
persona,0.8954449630731538,50898.0,frontal
coche,-0.19969593620379444,51551.0,lateral
persona,0.8782811952278992,55471.0,lateral
bici,0.993367607598365,3964.0,frontal
bici,0.882013646833665,31409.0,frontal
perro,0.7459642316480317,38415.0,lateral
coche,0.8374897245856949,46306.0,lateral
persona,0.8732290912325614,24129.0,lateral
coche,0.8216716087018082,51110.0,lateral
persona,1.1024753781882686,5504.0,frontal
coche,0.8253227465077136,14514.0,frontal
coche,1.1964150382254723,24882.0,lateral
persona,0.9282276371227856,53668.0,lateral
persona,0.7980407934634136,31204.0,lateral
bici,0.7675239699654484,12588.0,lateral
coche,0.6670969954079592,44701.0,frontal
bici,0.5435937076342838,21304.0,frontal
perro,0.695879764265382,41718.0,lateral
persona,,38274.0,lateral
persona,0.8658375186276365,1095.0,frontal
persona,0.8467906746069168,993.0,frontal
coche,0.6827073006513844,55276.0,frontal
persona,0.8553695107354174,16768.0,lateral
coche,0.5596395250620273,55774.0,frontal
coche,0.8679629715605152,19702.0,lateral
coche,0.5344612014138481,26242.0,lateral
coche,0.8990200355446085,36395.0,frontal
coche,,52733.0,lateral
persona,-0.34444653961213084,53409.0,frontal
bici,0.9244600750903953,8034.0,lateral
bici,0.8199776256295576,43756.0,lateral
bici,0.94525788972961,20339.0,lateral
persona,0.8133279429768342,32823.0,lateral
persona,0.6381891998937983,36615.0,lateral
bici,0.7681079018536522,18445.0,frontal
perro,0.6250141983367892,30134.0,frontal
persona,0.6920494567132855,44914.0,lateral
bici,0.799443258703865,34451.0,lateral
persona,0.7690746528145763,26530.0,frontal
perro,0.751694600664651,30391.0,frontal
perro,0.7759030589647637,8358.0,lateral
bici,0.8698517340100795,48631.0,frontal
persona,0.8686843973495418,59248.0,lateral
persona,0.7729936897969066,15138.0,lateral
bici,0.8423008830738989,49722.0,frontal
coche,0.8295992028734671,21206.0,frontal
persona,0.6254920739592513,57493.0,frontal
persona,0.7661921613897815,13490.0,lateral
bici,0.8541565190327399,13436.0,frontal
coche,0.7766621870028195,,lateral
persona,0.809466436348921,25207.0,frontal
persona,0.8761242725915317,51263.0,lateral
persona,0.5684212883325682,41786.0,lateral
persona,0.6263109340117919,26375.0,frontal
,0.7199069456552837,3220.0,lateral
bici,0.7436474709282187,22685.0,lateral
perro,0.8480928771150607,39384.0,frontal
bici,0.6890292435948216,31303.0,frontal
bici,0.9363403475560631,29273.0,frontal
coche,0.7456590877711212,12713.0,frontal
perro,0.6524386573454326,56756.0,frontal
bici,0.7331409651362508,54915.0,frontal
persona,0.8858948169830102,23719.0,lateral
persona,0.8260569697567712,28277.0,lateral
coche,0.7592476347980552,33589.0,lateral
persona,0.8373715481896962,56674.0,lateral
persona,0.8369816860428481,19494.0,lateral
coche,0.8490635461134546,41660.0,frontal
perro,0.8371966652856545,24116.0,lateral
perro,0.6241495139114807,39601.0,frontal
bici,0.750146187541105,58061.0,lateral
bici,0.7495019072919907,39602.0,frontal
persona,0.6585484343856842,24472.0,lateral
perro,,49646.0,lateral
persona,0.5732320948930268,21253.0,lateral
persona,0.7507405845961619,40054.0,frontal
coche,0.7664563142917775,3727.0,frontal
persona,0.7845378747823734,8437.0,frontal
coche,,45416.0,lateral
persona,0.6860136180607687,44959.0,frontal
persona,0.8544991309886233,42672.0,lateral
coche,0.853923104083124,52248.0,frontal
persona,0.7357845404302141,46485.0,frontal
bici,0.7004903472755885,43102.0,frontal
persona,0.9185491083169895,928.0,frontal
persona,0.5948047526381226,16846.0,frontal
bici,0.920383570660413,39216.0,frontal
coche,0.8858310833282703,48169.0,frontal
coche,0.723830011218299,40575.0,lateral
persona,0.7178421731111603,24744.0,frontal
bici,0.7619161476684725,6420.0,lateral
persona,0.7072413084960573,48774.0,frontal
bici,0.9583500959843853,34513.0,frontal
coche,0.9085043573872279,21330.0,frontal
coche,0.4002224411641088,51042.0,lateral
coche,0.8122046537398199,31008.0,frontal
persona,0.5510698058929349,5539.0,lateral
coche,0.7490303110907165,53092.0,lateral
perro,0.6990298980357432,41965.0,frontal
persona,1.2061625714778936,30983.0,frontal
perro,0.5713569851076183,27827.0,frontal
coche,0.5156356959394538,33480.0,frontal
bici,0.7826903228121548,43275.0,frontal
persona,0.6930215174593394,40796.0,frontal
coche,0.9728102241996831,22471.0,frontal
persona,0.9403842928904962,40655.0,frontal
bici,0.8269236023908322,14545.0,lateral
coche,0.8676921645630968,8299.0,frontal
coche,0.6547239822466786,51217.0,lateral
persona,0.6275123827986492,25127.0,frontal
coche,0.8874467109890114,31234.0,lateral
bici,0.7638861902657352,48709.0,frontal
coche,0.932516492018181,5405.0,frontal
bici,0.9681065614829231,48467.0,lateral
persona,0.8877540914560536,35021.0,lateral
perro,0.7296164050487846,15398.0,lateral
bici,0.6553555912746883,18200.0,lateral
bici,0.6601354981677463,37064.0,lateral
coche,0.8121791494970498,44838.0,frontal
persona,0.8297968635267908,19555.0,lateral
perro,0.931445319442876,36657.0,frontal
persona,0.5454535298840896,57411.0,lateral
persona,0.573356525625021,53328.0,frontal
perro,0.8312284131530387,58059.0,frontal
persona,0.963541483375891,28.0,frontal
persona,0.8899061212965838,16194.0,lateral
persona,0.7718501805132213,24631.0,lateral
coche,0.8606314770209397,59187.0,lateral
bici,0.7778745876622576,53990.0,frontal
persona,0.5503709209502791,58149.0,frontal
persona,0.8954625301548387,25974.0,frontal
coche,0.8075637017624915,34624.0,frontal
bici,0.7495723013857316,56965.0,frontal
coche,0.978981688538948,31720.0,lateral
persona,0.9127332539700374,3695.0,frontal
persona,0.844490677719432,24528.0,frontal
coche,0.7729537120273451,25627.0,lateral
persona,0.8224540831160796,6867.0,lateral
coche,0.8493081345902085,44627.0,frontal
persona,0.8037894865107987,28894.0,lateral
persona,0.8794508664160626,10957.0,frontal
persona,,56801.0,lateral
coche,0.834396553668873,34251.0,frontal
persona,0.9269994163707589,41176.0,lateral
persona,0.7670414240803114,38344.0,frontal
bici,0.7278138786484694,52060.0,frontal
persona,0.6124777153024141,35044.0,frontal
coche,0.6439142888214864,32537.0,lateral
coche,0.6881073379387246,3330.0,frontal
persona,1.3327202846970327,14770.0,frontal
coche,0.3201619032980725,15081.0,frontal
persona,0.5902797844154984,28850.0,frontal
coche,0.7426726471246052,39052.0,lateral
bici,0.8217233727863857,23376.0,lateral
coche,0.6748174970067665,37106.0,lateral
persona,0.904690046669461,58595.0,lateral
persona,0.9249769701322915,24137.0,lateral
persona,0.6688206449592337,2629.0,lateral
bici,0.7530780806688869,26577.0,frontal
coche,0.8906399707554818,36124.0,lateral
bici,0.8162385016412638,7932.0,frontal
persona,0.9559100304024767,6383.0,frontal
coche,0.7983401124093074,25062.0,frontal
,0.8869649829424663,35111.0,frontal
coche,0.8330064281814558,25325.0,frontal
persona,0.828335769586017,7052.0,frontal
bici,0.7968088363432819,41252.0,lateral
coche,,57287.0,lateral
bici,0.6894845005843137,43105.0,lateral
coche,0.602875581157452,40669.0,frontal
coche,0.8081667331584098,12752.0,frontal
persona,0.9538161128976442,37129.0,lateral
persona,0.6888076281217423,19941.0,lateral
coche,0.9777184484388818,47048.0,lateral
persona,0.9109323199552485,10229.0,lateral
persona,0.5804242606336262,22081.0,frontal
bici,0.45001391294937454,49734.0,frontal
coche,0.6316578450025032,12121.0,lateral
persona,0.896210912222827,22207.0,lateral
coche,0.9071269862190453,21785.0,lateral
persona,0.8323239815159039,28305.0,lateral
bici,0.784847817307718,531.0,frontal
persona,0.6784385861252754,2695.0,frontal
coche,0.8835512067044782,17882.0,frontal
bici,0.8656400243351219,4783.0,frontal
persona,0.786148427725243,46066.0,frontal
coche,0.5031955314128592,39010.0,lateral
bici,0.7298307670512911,44947.0,lateral
persona,0.8282527365301298,32882.0,frontal
persona,0.8509490120974635,24140.0,lateral
persona,0.6316904597271058,33394.0,frontal
persona,0.4622419402854935,9349.0,frontal
persona,0.9392438100725391,51626.0,lateral
persona,0.7009085952220301,41436.0,lateral
persona,0.6464220317949654,25568.0,lateral
coche,0.7577681166218008,50994.0,lateral
persona,0.7736618411880264,44910.0,frontal
coche,0.7598498676334429,5198.0,lateral
persona,0.8010388266252821,28572.0,frontal
coche,0.8589917805794525,26912.0,lateral
persona,0.9561086540995005,42798.0,lateral
persona,0.892574633905173,5715.0,lateral
coche,0.6777241978990729,18970.0,lateral
coche,0.9224572450112708,24175.0,frontal
coche,0.7741608223104872,27374.0,frontal
persona,0.8175168485168607,35678.0,frontal
persona,0.7184248401087345,5289.0,lateral
coche,0.9039325727777546,59416.0,frontal
perro,0.9110535571103953,11861.0,frontal
persona,0.9638565832923578,14327.0,lateral
coche,0.5406084708329499,19678.0,frontal
persona,0.39940073385298824,45501.0,lateral
bici,0.5692659438117027,55720.0,frontal
persona,0.9288278260581835,30504.0,lateral
persona,0.7082308223466026,8814.0,frontal
persona,0.86889434838269,49264.0,frontal
coche,0.9457292817229889,342.0,frontal
persona,0.9034090473875122,9615.0,lateral
coche,0.7600786730172479,19618.0,lateral
persona,0.5896268670907703,9839.0,frontal
coche,0.9002620894194084,42777.0,lateral
bici,0.606077998789335,14351.0,frontal
persona,0.738824103458224,27856.0,lateral
persona,0.79712383107741,59413.0,lateral
bici,,17194.0,lateral
coche,0.7075411564943915,11533.0,frontal
coche,0.5791274539623343,21287.0,frontal
persona,0.6373221856996677,50881.0,frontal
,0.8652292141686706,54085.0,frontal
coche,0.8453939301591995,21750.0,lateral
persona,0.7567541345099958,53313.0,lateral
bici,0.7853807182463398,41.0,frontal
coche,0.6458734621309719,39561.0,frontal
persona,0.8687826856949865,32339.0,lateral
persona,0.9544236806766534,10063.0,frontal
bici,0.6151584432482813,22315.0,lateral
perro,0.9539576644353945,33994.0,frontal
persona,1.0789092365428345,21894.0,lateral
bici,0.7911323058565294,45603.0,lateral
perro,0.7948110807539913,35789.0,lateral
persona,0.715409705546646,8369.0,lateral
persona,0.837231862589519,58486.0,frontal
persona,0.7767813148608069,31058.0,frontal
perro,0.7316633046242466,39564.0,frontal
coche,0.8702067443524125,732.0,frontal
persona,0.8610055391087202,42125.0,frontal
persona,0.6087322913194004,11771.0,lateral
coche,0.9795410857945899,9215.0,lateral
persona,0.973658873284895,21549.0,frontal
perro,0.971752321365759,10495.0,lateral
coche,0.8749414998886825,57782.0,frontal
persona,0.8191214053768598,19055.0,lateral
coche,0.8374434499384859,32348.0,lateral
persona,0.9181117071410676,54555.0,frontal
persona,0.33111574154499607,47291.0,frontal
coche,-0.6194113321867025,4387.0,lateral
perro,0.948230654814555,55760.0,lateral
persona,0.942556604168943,17156.0,lateral
coche,,25764.0,lateral
persona,0.7884911930189795,15398.0,lateral
persona,,24509.0,lateral
persona,0.5377278902311803,1329.0,lateral
,0.6326617287976541,44587.0,lateral
persona,0.703396439826911,58781.0,lateral
perro,0.5950354311387025,23173.0,lateral
coche,0.7022697123719525,59843.0,lateral
persona,0.8329781033185351,16545.0,frontal
bici,0.6411586506114796,40829.0,frontal
,0.8527494449497753,6261.0,frontal
coche,0.8721665756360133,55970.0,lateral
coche,0.5461177216422934,907.0,frontal
persona,0.7348804979330832,23527.0,lateral
coche,0.8247636461085787,30230.0,lateral
persona,0.7932808433566212,21361.0,frontal
coche,0.6804872260830579,54114.0,lateral
coche,0.7149051690700109,44349.0,frontal
coche,0.6813400583667333,47484.0,frontal
coche,,37925.0,lateral
coche,0.7895139799241668,6152.0,lateral
bici,0.8191976838851276,45794.0,lateral
persona,0.6840194538798832,55351.0,lateral
bici,0.8166394552884002,23834.0,lateral
persona,0.5962384156024436,35403.0,lateral
coche,0.8605649500262401,38386.0,frontal
bici,0.9003989138164221,565.0,lateral
coche,0.6640519856601659,5887.0,frontal
perro,0.7963398123849349,3972.0,lateral
coche,0.6773980453053775,21009.0,lateral
persona,0.8587259320176199,1791.0,frontal
coche,0.69908429485801,3809.0,lateral
coche,0.8353159156371105,51438.0,frontal
persona,0.6419313114043008,12257.0,lateral
persona,,6089.0,lateral
coche,0.8631154498706296,40128.0,frontal
perro,0.9140516483965017,12578.0,frontal
bici,0.8566948324553122,20420.0,frontal
persona,0.8593185362872819,42552.0,frontal
coche,0.6497755140801058,22576.0,lateral
persona,0.6796542836629038,41090.0,frontal
persona,0.9164588709947682,36162.0,frontal
persona,0.7032530497433446,23621.0,frontal
persona,0.8987975519249768,55831.0,lateral
persona,0.7898505334698551,2477.0,frontal
bici,,57278.0,lateral
persona,0.9037130423517298,10242.0,frontal
persona,0.822174563466573,33211.0,lateral
bici,0.6860053195039707,46572.0,frontal
persona,0.644810546318122,24819.0,lateral
bici,0.6701769666423427,27861.0,frontal
persona,0.7774579661072887,48801.0,frontal
coche,0.839731063096073,39383.0,frontal
bici,0.827297551237215,51314.0,frontal
persona,0.8320509269537703,18757.0,frontal
coche,0.6632595002941288,11627.0,frontal
persona,0.6616660533339264,9324.0,lateral
persona,0.7343103235305118,13161.0,lateral
persona,0.7286351723098221,896.0,frontal
bici,0.8584452364826077,7107.0,lateral
persona,0.7875971721405186,37638.0,frontal
persona,0.9683633640041437,23232.0,frontal
persona,0.8597527059355732,4652.0,lateral
persona,0.8665337128531958,12214.0,lateral
coche,0.7864013216554621,870.0,lateral
bici,0.907058418643386,16726.0,lateral
coche,0.917122818843339,13409.0,frontal
bici,0.683493478169295,59846.0,frontal
persona,0.7718196300673761,3022.0,frontal
persona,0.8520454159326328,53297.0,lateral
persona,0.7177374945838262,47998.0,lateral
coche,-0.7971014421562201,6185.0,frontal
perro,0.4300198672269761,30184.0,frontal
bici,0.8130310572158829,29754.0,lateral
bici,0.8994234523098833,11300.0,lateral
bici,0.954874152923948,42036.0,frontal
coche,0.9184858136769688,50924.0,frontal
bici,0.7266244343365482,6043.0,frontal
coche,0.762952535759338,20163.0,lateral
bici,0.9020593922227539,37691.0,frontal
bici,0.8421122869401912,18912.0,lateral
bici,0.6480468961286615,39588.0,lateral
bici,0.7743948920457999,30227.0,lateral
persona,0.924714593373379,50733.0,frontal
persona,0.8375803449331188,24867.0,lateral
persona,0.5380578927534506,20655.0,lateral
persona,0.8711873979404287,38096.0,lateral
persona,0.753493689592237,39397.0,lateral
bici,0.8533703739506897,18556.0,frontal
persona,0.9879847731314091,5664.0,lateral
bici,0.9002014679889188,4819.0,lateral
coche,0.8290995814804906,48018.0,lateral
coche,0.8581974083141182,41829.0,frontal
bici,0.9896036183140685,52030.0,frontal
persona,0.7306522115876918,,lateral
coche,0.6847574560947292,21957.0,lateral
persona,0.8719026421759419,10493.0,lateral
persona,0.8796496427061863,15680.0,frontal
bici,0.5938968163705443,11127.0,lateral
coche,0.7855130340203345,9364.0,lateral
persona,0.8346253100273704,20202.0,lateral
persona,0.899259552825659,6081.0,lateral
coche,0.7247617887184291,11655.0,lateral
coche,0.8144248824301883,22335.0,frontal
bici,0.7754283720323953,20420.0,lateral
persona,0.6384513559464942,51222.0,lateral
bici,0.7322738893590183,6138.0,lateral
persona,0.8081756677651221,18438.0,frontal
coche,0.8755251105165986,59308.0,frontal
persona,0.799496919088391,58320.0,lateral
bici,0.4704412567277478,50510.0,lateral
persona,0.7085197801904828,38791.0,lateral
persona,0.9260808527403832,43359.0,lateral
bici,0.8087769467728345,34964.0,frontal
bici,0.8744005156293913,23753.0,frontal
persona,1.6967244382489273,7522.0,lateral
bici,0.9310617913921485,2571.0,lateral
persona,0.7802454892283603,1585.0,lateral
coche,0.5296989362766776,11264.0,lateral
coche,0.576436276659444,55998.0,frontal
persona,,25697.0,frontal
coche,0.7784452942195561,33069.0,lateral
persona,0.8829615539371709,37516.0,lateral
persona,0.8586663555875885,12352.0,frontal
bici,0.8491502645935917,45146.0,lateral
persona,0.7967851123194518,29319.0,frontal
coche,0.9825695340697159,25209.0,lateral
bici,0.8776626944025487,34421.0,frontal
persona,0.6827112767036543,55272.0,lateral
bici,0.7791488899481801,6625.0,frontal
persona,0.7124929323188075,23606.0,frontal
persona,0.47851456501473344,28252.0,frontal
bici,0.6373162197354948,46729.0,frontal
persona,0.8674839673694398,28164.0,frontal
persona,0.7917476863738631,23716.0,frontal
bici,0.7110406892217414,51513.0,frontal
coche,0.591979518572242,43173.0,frontal
bici,0.6967221168013819,8275.0,lateral
coche,0.7097702838744024,14010.0,lateral
persona,0.6698748612549629,53618.0,frontal
coche,0.8320536780131592,56428.0,lateral
coche,0.8506165421092473,26838.0,lateral
persona,0.8175769166679838,3080.0,frontal
bici,0.9087096849709544,9618.0,frontal
bici,0.604194800552065,19921.0,frontal
persona,0.5538608649402106,59211.0,lateral
bici,0.8399460028432274,405.0,frontal
coche,,50751.0,frontal
coche,0.8356228532916624,51842.0,lateral
bici,0.5589120300996332,58114.0,frontal
,0.8172428171157837,38515.0,lateral
persona,0.7762505870495753,27871.0,frontal
persona,,16725.0,lateral
bici,0.7111988578236799,20324.0,frontal
coche,0.7710323126392101,19056.0,frontal
persona,0.7832868386729103,22911.0,lateral
persona,0.7846099991396247,29.0,lateral
bici,0.8639753022178643,26094.0,frontal
bici,,30749.0,frontal
coche,0.8132924612070926,26512.0,frontal
persona,0.9744358928278398,22448.0,lateral
perro,0.7988568593259964,1720.0,frontal
coche,0.8572224418916082,25820.0,frontal
persona,0.7291417539866104,31845.0,lateral
perro,0.9223384076748335,41383.0,frontal
bici,0.7858017230772056,17166.0,lateral
persona,0.8770469502533516,12578.0,frontal
coche,0.6697764668152538,32936.0,frontal
persona,0.7325029540917485,3783.0,frontal
coche,0.7130098828469509,118.0,lateral
coche,0.7425955867321152,44287.0,lateral
persona,0.6767114532362228,37324.0,lateral
persona,0.6943372218402568,30710.0,lateral
bici,0.881240675024022,36829.0,frontal
persona,0.9328025202964904,36618.0,frontal
coche,0.8745932135084927,6047.0,frontal
bici,0.961889779595944,17039.0,lateral
persona,0.7098125169065351,38473.0,lateral
persona,0.6587860264046749,59706.0,frontal
persona,0.805442711038966,6040.0,frontal
coche,0.9123630757732493,48650.0,lateral
persona,0.7394091197729988,23164.0,frontal
persona,0.9257636182279932,43213.0,lateral
persona,0.8406412771157769,28940.0,lateral
persona,0.6318756304352379,6619.0,lateral
persona,0.9280622077589668,32118.0,lateral
coche,0.7181158649626799,15313.0,lateral
coche,0.9162798062216191,51550.0,lateral
coche,0.6258986908047682,48933.0,frontal
persona,0.7274083549433699,23385.0,lateral
perro,0.8542113383311045,14874.0,lateral
persona,0.4310633090043433,1291.0,lateral
coche,0.5963991534907095,10447.0,frontal
persona,0.9368588417986006,16621.0,frontal
coche,0.6155528055952275,19530.0,lateral
coche,0.8415871005309685,3830.0,frontal
coche,0.5779353570605095,52987.0,lateral
coche,0.6911226235479252,51350.0,frontal
persona,0.8866808378228658,53249.0,frontal
coche,0.8399841926402739,30259.0,lateral
persona,0.8557185047221432,10715.0,lateral
persona,0.884082074208026,55695.0,lateral
coche,0.7141283853547594,4617.0,frontal
bici,0.9686486026756299,37417.0,frontal
coche,0.7209831019961854,37980.0,frontal
coche,0.8013910068398888,12875.0,frontal
bici,0.8107594695382417,13013.0,lateral
bici,0.548795023051862,20158.0,frontal
persona,0.8650098980842981,41327.0,frontal
bici,0.7704820545638185,7772.0,lateral
coche,0.7014829913588945,1996.0,lateral
persona,0.8782810494726438,42398.0,lateral
coche,0.7910736371465665,21832.0,frontal
persona,0.6193761594941677,18732.0,frontal
persona,0.6839077164760098,50165.0,frontal
bici,0.8978950119589052,11531.0,lateral
persona,0.8527849167571392,43362.0,lateral
persona,0.5843859184483421,29267.0,lateral
perro,,22618.0,lateral
coche,0.8737099793293989,20097.0,lateral
coche,0.45013866287322457,4578.0,frontal
persona,0.6391022122931755,54481.0,frontal
perro,0.8132232244104762,4139.0,frontal
persona,0.5868983574436076,25320.0,lateral
coche,0.6416694971063852,40492.0,lateral
bici,0.605127502443945,29056.0,lateral
persona,0.7320698993277175,48202.0,frontal
bici,0.7587261167598488,33672.0,lateral
bici,0.8667166949470426,36512.0,lateral
perro,0.9183343761271747,52208.0,frontal
perro,0.8526372885931435,27343.0,lateral
coche,0.47892573755567924,36882.0,frontal
persona,0.7934424452064271,50023.0,lateral
perro,0.35142936183061935,40498.0,frontal
coche,0.8652562836085965,10025.0,frontal
persona,0.8009884893200307,56227.0,lateral
persona,0.9901904012294827,42820.0,lateral
persona,0.8818832917652286,38262.0,lateral
persona,0.7107261857078153,38520.0,frontal
persona,0.8631581072425182,15903.0,lateral
persona,0.7989647738374139,56384.0,lateral
persona,0.971332751419307,57805.0,lateral
coche,0.6429816946191541,885.0,lateral
persona,0.6106223339460953,52387.0,frontal
persona,0.6541194225105719,30575.0,frontal
persona,0.6644796830388221,33343.0,frontal
persona,0.700328000400198,1249.0,frontal
persona,0.7666960847619977,53216.0,frontal
persona,0.6635434759499248,52287.0,frontal
